atc_name,concept_class_id,concept_code,name
ANTIINFLAMMATORY AGENTS AND ANTIINFECTIVES IN COMBINATION,ATC 3rd,S01C,amikacin
"Antiinflammatory agents, non-steroids and antiinfectives in combination",ATC 4th,S01CC,amikacin
beclometasone and antibiotics; topical,ATC 5th,D07CC04,amikacin
betamethasone and antibiotics; topical,ATC 5th,D07CC01,amikacin
betamethasone and antiinfectives; ophthalmic,ATC 5th,S01CA05,amikacin
"betamethasone and antiinfectives; ophthalmic, otic",ATC 5th,S03CA06,amikacin
BLOOD AND BLOOD FORMING ORGANS,ATC 1st,B,amikacin
BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,ATC 2nd,B05,amikacin
cefepime and amikacin; systemic,ATC 5th,J01RA06,amikacin
chloroprednisone and antiinfectives; ophthalmic,ATC 5th,S01CA09,amikacin
clobetasol and antibiotics; topical,ATC 5th,D07CD01,amikacin
clobetasone and antiinfectives; ophthalmic,ATC 5th,S01CA11,amikacin
COMBINATIONS OF ANTIBACTERIALS,ATC 3rd,J01R,amikacin
Combinations of antibacterials,ATC 4th,J01RA,amikacin
combinations of different antibiotics; ophthalmic,ATC 5th,S01AA30,amikacin
CORTICOSTEROIDS AND ANTIINFECTIVES IN COMBINATION,ATC 3rd,S02C,amikacin
CORTICOSTEROIDS AND ANTIINFECTIVES IN COMBINATION,ATC 3rd,S03C,amikacin
Corticosteroids and antiinfectives in combination,ATC 4th,S01CA,amikacin
Corticosteroids and antiinfectives in combination,ATC 4th,S02CA,amikacin
Corticosteroids and antiinfectives in combination,ATC 4th,S03CA,amikacin
"CORTICOSTEROIDS, COMBINATIONS WITH ANTIBIOTICS",ATC 3rd,D07C,amikacin
"Corticosteroids, moderately potent, combinations with antibiotics",ATC 4th,D07CB,amikacin
"Corticosteroids, potent, combinations with antibiotics",ATC 4th,D07CC,amikacin
"Corticosteroids, very potent, combinations with antibiotics",ATC 4th,D07CD,amikacin
"Corticosteroids, weak, combinations with antibiotics",ATC 4th,D07CA,amikacin
DERMATOLOGICALS,ATC 1st,D,amikacin
dexamethasone and antibiotics; topical,ATC 5th,D07CB04,amikacin
dexamethasone and antiinfectives; ophthalmic,ATC 5th,S01CA01,amikacin
"dexamethasone and antiinfectives; ophthalmic, otic",ATC 5th,S03CA01,amikacin
dexamethasone and antiinfectives; otic,ATC 5th,S02CA06,amikacin
diclofenac and antiinfectives; ophthalmic,ATC 5th,S01CC01,amikacin
fludrocortisone and antiinfectives; ophthalmic,ATC 5th,S01CA06,amikacin
"fludrocortisone and antiinfectives; ophthalmic, otic",ATC 5th,S03CA05,amikacin
fludrocortisone and antiinfectives; otic,ATC 5th,S02CA07,amikacin
fludroxycortide and antibiotics; topical,ATC 5th,D07CC03,amikacin
flumetasone and antibiotics; topical,ATC 5th,D07CB05,amikacin
flumetasone and antiinfectives; otic,ATC 5th,S02CA02,amikacin
fluocinolone acetonide and antibiotics; topical,ATC 5th,D07CC02,amikacin
fluocinolone acetonide and antiinfectives; ophthalmic,ATC 5th,S01CA10,amikacin
fluocinolone acetonide and antiinfectives; otic,ATC 5th,S02CA05,amikacin
fluocinonide and antibiotics; topical,ATC 5th,D07CC05,amikacin
fluocortolone and antibiotics; topical,ATC 5th,D07CC06,amikacin
fluocortolone and antiinfectives; ophthalmic,ATC 5th,S01CA04,amikacin
fluorometholone and antibiotics; topical,ATC 5th,D07CB03,amikacin
fluorometholone and antiinfectives; ophthalmic,ATC 5th,S01CA07,amikacin
fluprednidene and antibiotics; topical,ATC 5th,D07CB02,amikacin
hydrocortisone and antibiotics; topical,ATC 5th,D07CA01,amikacin
hydrocortisone and antiinfectives; ophthalmic,ATC 5th,S01CA03,amikacin
"hydrocortisone and antiinfectives; ophthalmic, otic",ATC 5th,S03CA04,amikacin
hydrocortisone and antiinfectives; otic,ATC 5th,S02CA03,amikacin
indometacin and antiinfectives; ophthalmic,ATC 5th,S01CC02,amikacin
IRRIGATING SOLUTIONS,ATC 3rd,B05C,amikacin
loteprednol and antiinfectives; ophthalmic,ATC 5th,S01CA12,amikacin
methylprednisolone and antibiotics; topical,ATC 5th,D07CA02,amikacin
methylprednisolone and antiinfectives; ophthalmic,ATC 5th,S01CA08,amikacin
"methylprednisolone and antiinfectives; ophthalmic, otic",ATC 5th,S03CA07,amikacin
OPHTHALMOLOGICAL AND OTOLOGICAL PREPARATIONS,ATC 2nd,S03,amikacin
OPHTHALMOLOGICALS,ATC 2nd,S01,amikacin
Other aminoglycosides,ATC 4th,J01GB,amikacin
Other antibiotics for topical use,ATC 4th,D06AX,amikacin
OTOLOGICALS,ATC 2nd,S02,amikacin
"penicillins, combinations with other antibacterials; systemic",ATC 5th,J01RA01,amikacin
prednisolone and antibiotics; topical,ATC 5th,D07CA03,amikacin
prednisolone and antiinfectives; ophthalmic,ATC 5th,S01CA02,amikacin
"prednisolone and antiinfectives; ophthalmic, otic",ATC 5th,S03CA02,amikacin
prednisolone and antiinfectives; otic,ATC 5th,S02CA01,amikacin
SENSORY ORGANS,ATC 1st,S,amikacin
"sulfonamides, combinations with other antibacterials (excl. trimethoprim); systemic",ATC 5th,J01RA02,amikacin
triamcinolone and antibiotics; topical,ATC 5th,D07CB01,amikacin
triamcinolone and antiinfectives; otic,ATC 5th,S02CA04,amikacin
4-aminosalicylic acid; oral,ATC 5th,J04AA01,aminosalicylic_acid
Aminosalicylic acid and derivatives,ATC 4th,J04AA,aminosalicylic_acid
ANTIINFECTIVES FOR SYSTEMIC USE,ATC 1st,J,aminosalicylic_acid
ANTIMYCOBACTERIALS,ATC 2nd,J04,aminosalicylic_acid
DRUGS FOR TREATMENT OF TUBERCULOSIS,ATC 3rd,J04A,aminosalicylic_acid
amivantamab; parenteral,ATC 5th,L01FX18,amivantamab
ANTINEOPLASTIC AGENTS,ATC 2nd,L01,amivantamab
ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,ATC 1st,L,amivantamab
MONOCLONAL ANTIBODIES AND ANTIBODY DRUG CONJUGATES,ATC 3rd,L01F,amivantamab
Other monoclonal antibodies and antibody drug conjugates,ATC 4th,L01FX,amivantamab
anakinra; parenteral,ATC 5th,L04AC03,anakinra
ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,ATC 1st,L,anakinra
IMMUNOSUPPRESSANTS,ATC 2nd,L04,anakinra
IMMUNOSUPPRESSANTS,ATC 3rd,L04A,anakinra
Interleukin inhibitors,ATC 4th,L04AC,anakinra
ALL OTHER THERAPEUTIC PRODUCTS,ATC 2nd,V03,andexanet_alfa
ALL OTHER THERAPEUTIC PRODUCTS,ATC 3rd,V03A,andexanet_alfa
andexanet alfa; parenteral,ATC 5th,V03AB38,andexanet_alfa
Antidotes,ATC 4th,V03AB,andexanet_alfa
VARIOUS,ATC 1st,V,andexanet_alfa
anidulafungin; parenteral,ATC 5th,J02AX06,anidulafungin
ANTIINFECTIVES,ATC 3rd,S02A,anidulafungin
ANTIINFECTIVES,ATC 3rd,S03A,anidulafungin
Antiinfectives,ATC 4th,B05CA,anidulafungin
Antiinfectives,ATC 4th,S02AA,anidulafungin
Antiinfectives,ATC 4th,S03AA,anidulafungin
antiinfectives - combinations; irrigating solution,ATC 5th,B05CA10,anidulafungin
ANTIINFECTIVES FOR SYSTEMIC USE,ATC 1st,J,anidulafungin
"antiinfectives, combinations; ophthalmic, otic",ATC 5th,S03AA30,anidulafungin
"antiinfectives, combinations; otic",ATC 5th,S02AA30,anidulafungin
ANTIINFLAMMATORY AGENTS AND ANTIINFECTIVES IN COMBINATION,ATC 3rd,S01C,anidulafungin
"Antiinflammatory agents, non-steroids and antiinfectives in combination",ATC 4th,S01CC,anidulafungin
ANTIMYCOTICS FOR SYSTEMIC USE,ATC 2nd,J02,anidulafungin
ANTIMYCOTICS FOR SYSTEMIC USE,ATC 3rd,J02A,anidulafungin
betamethasone and antiinfectives; ophthalmic,ATC 5th,S01CA05,anidulafungin
"betamethasone and antiinfectives; ophthalmic, otic",ATC 5th,S03CA06,anidulafungin
BLOOD AND BLOOD FORMING ORGANS,ATC 1st,B,anidulafungin
BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,ATC 2nd,B05,anidulafungin
chloroprednisone and antiinfectives; ophthalmic,ATC 5th,S01CA09,anidulafungin
clobetasone and antiinfectives; ophthalmic,ATC 5th,S01CA11,anidulafungin
CORTICOSTEROIDS AND ANTIINFECTIVES IN COMBINATION,ATC 3rd,S02C,anidulafungin
CORTICOSTEROIDS AND ANTIINFECTIVES IN COMBINATION,ATC 3rd,S03C,anidulafungin
Corticosteroids and antiinfectives in combination,ATC 4th,S01CA,anidulafungin
Corticosteroids and antiinfectives in combination,ATC 4th,S02CA,anidulafungin
Corticosteroids and antiinfectives in combination,ATC 4th,S03CA,anidulafungin
dexamethasone and antiinfectives; ophthalmic,ATC 5th,S01CA01,anidulafungin
"dexamethasone and antiinfectives; ophthalmic, otic",ATC 5th,S03CA01,anidulafungin
dexamethasone and antiinfectives; otic,ATC 5th,S02CA06,anidulafungin
diclofenac and antiinfectives; ophthalmic,ATC 5th,S01CC01,anidulafungin
fludrocortisone and antiinfectives; ophthalmic,ATC 5th,S01CA06,anidulafungin
"fludrocortisone and antiinfectives; ophthalmic, otic",ATC 5th,S03CA05,anidulafungin
fludrocortisone and antiinfectives; otic,ATC 5th,S02CA07,anidulafungin
flumetasone and antiinfectives; otic,ATC 5th,S02CA02,anidulafungin
fluocinolone acetonide and antiinfectives; ophthalmic,ATC 5th,S01CA10,anidulafungin
fluocinolone acetonide and antiinfectives; otic,ATC 5th,S02CA05,anidulafungin
fluocortolone and antiinfectives; ophthalmic,ATC 5th,S01CA04,anidulafungin
fluorometholone and antiinfectives; ophthalmic,ATC 5th,S01CA07,anidulafungin
hydrocortisone and antiinfectives; ophthalmic,ATC 5th,S01CA03,anidulafungin
"hydrocortisone and antiinfectives; ophthalmic, otic",ATC 5th,S03CA04,anidulafungin
hydrocortisone and antiinfectives; otic,ATC 5th,S02CA03,anidulafungin
indometacin and antiinfectives; ophthalmic,ATC 5th,S01CC02,anidulafungin
IRRIGATING SOLUTIONS,ATC 3rd,B05C,anidulafungin
loteprednol and antiinfectives; ophthalmic,ATC 5th,S01CA12,anidulafungin
methylprednisolone and antiinfectives; ophthalmic,ATC 5th,S01CA08,anidulafungin
"methylprednisolone and antiinfectives; ophthalmic, otic",ATC 5th,S03CA07,anidulafungin
OPHTHALMOLOGICAL AND OTOLOGICAL PREPARATIONS,ATC 2nd,S03,anidulafungin
Other antimycotics for systemic use,ATC 4th,J02AX,anidulafungin
OTOLOGICALS,ATC 2nd,S02,anidulafungin
prednisolone and antiinfectives; ophthalmic,ATC 5th,S01CA02,anidulafungin
"prednisolone and antiinfectives; ophthalmic, otic",ATC 5th,S03CA02,anidulafungin
prednisolone and antiinfectives; otic,ATC 5th,S02CA01,anidulafungin
SENSORY ORGANS,ATC 1st,S,anidulafungin
triamcinolone and antiinfectives; otic,ATC 5th,S02CA04,anidulafungin
anifrolumab; parenteral,ATC 5th,L04AG11,anifrolumab
ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,ATC 1st,L,anifrolumab
IMMUNOSUPPRESSANTS,ATC 2nd,L04,anifrolumab
IMMUNOSUPPRESSANTS,ATC 3rd,L04A,anifrolumab
Monoclonal antibodies,ATC 4th,L04AG,anifrolumab
ANTIHEMORRHAGICS,ATC 2nd,B02,anti_inhibitor_coagulant_complex
BLOOD AND BLOOD FORMING ORGANS,ATC 1st,B,anti_inhibitor_coagulant_complex
Blood coagulation factors,ATC 4th,B02BD,anti_inhibitor_coagulant_complex
"coagulation factor IX, II, VII and X in combination; parenteral",ATC 5th,B02BD01,anti_inhibitor_coagulant_complex
factor VIII inhibitor bypassing activity; parenteral,ATC 5th,B02BD03,anti_inhibitor_coagulant_complex
VITAMIN K AND OTHER HEMOSTATICS,ATC 3rd,B02B,anti_inhibitor_coagulant_complex
antilymphocyte immunoglobulin (horse); systemic,ATC 5th,L04AA03,antilymphocyte_immunoglobulin
ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,ATC 1st,L,antilymphocyte_immunoglobulin
IMMUNOSUPPRESSANTS,ATC 2nd,L04,antilymphocyte_immunoglobulin
IMMUNOSUPPRESSANTS,ATC 3rd,L04A,antilymphocyte_immunoglobulin
Selective immunosuppressants,ATC 4th,L04AA,antilymphocyte_immunoglobulin
antithrombin III; parenteral,ATC 5th,B01AB02,antithrombin_iii
ANTITHROMBOTIC AGENTS,ATC 2nd,B01,antithrombin_iii
ANTITHROMBOTIC AGENTS,ATC 3rd,B01A,antithrombin_iii
BLOOD AND BLOOD FORMING ORGANS,ATC 1st,B,antithrombin_iii
Heparin group,ATC 4th,B01AB,antithrombin_iii
ANTITHROMBOTIC AGENTS,ATC 2nd,B01,apadamtase_alfa
ANTITHROMBOTIC AGENTS,ATC 3rd,B01A,apadamtase_alfa
apadamtase alfa and cinaxadamtase alfa; parenteral,ATC 5th,B01AD13,apadamtase_alfa
BLOOD AND BLOOD FORMING ORGANS,ATC 1st,B,apadamtase_alfa
Enzymes,ATC 4th,B01AD,apadamtase_alfa
Anti-androgens,ATC 4th,L02BB,apalutamide
ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,ATC 1st,L,apalutamide
apalutamide; oral,ATC 5th,L02BB05,apalutamide
ENDOCRINE THERAPY,ATC 2nd,L02,apalutamide
HORMONE ANTAGONISTS AND RELATED AGENTS,ATC 3rd,L02B,apalutamide
ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,ATC 1st,L,apremilast
apremilast; oral,ATC 5th,L04AA32,apremilast
IMMUNOSUPPRESSANTS,ATC 2nd,L04,apremilast
IMMUNOSUPPRESSANTS,ATC 3rd,L04A,apremilast
Selective immunosuppressants,ATC 4th,L04AA,apremilast
ANTINEOPLASTIC AGENTS,ATC 2nd,L01,arsenic_trioxide
ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,ATC 1st,L,arsenic_trioxide
arsenic trioxide; parenteral,ATC 5th,L01XX27,arsenic_trioxide
belladonna total alkaloids; oral,ATC 5th,A03BA04,arsenic_trioxide
calcium (different salts in combination); oral,ATC 5th,A12AA20,arsenic_trioxide
"ephedrine, combinations; oral, rectal",ATC 5th,A08AA56,arsenic_trioxide
"lidocaine, combinations; parenteral",ATC 5th,N01BB52,arsenic_trioxide
"medicinal charcoal, combinations; oral",ATC 5th,A07BA51,arsenic_trioxide
mineral salts in combination; oral,ATC 5th,A06AD10,arsenic_trioxide
OTHER ANTINEOPLASTIC AGENTS,ATC 3rd,L01X,arsenic_trioxide
Other antineoplastic agents,ATC 4th,L01XX,arsenic_trioxide
asciminib; systemic,ATC 5th,L01EA06,asciminib
ALIMENTARY TRACT AND METABOLISM,ATC 1st,A,asfotase_alfa
asfotase alfa; parenteral,ATC 5th,A16AB13,asfotase_alfa
Enzymes,ATC 4th,A16AB,asfotase_alfa
OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,ATC 2nd,A16,asfotase_alfa
OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,ATC 3rd,A16A,asfotase_alfa
ataluren; oral,ATC 5th,M09AX03,ataluren
MUSCULO-SKELETAL SYSTEM,ATC 1st,M,ataluren
OTHER DRUGS FOR DISORDERS OF THE MUSCULO-SKELETAL SYSTEM,ATC 2nd,M09,ataluren
OTHER DRUGS FOR DISORDERS OF THE MUSCULO-SKELETAL SYSTEM,ATC 3rd,M09A,ataluren
Other drugs for disorders of the musculo-skeletal system,ATC 4th,M09AX,ataluren
ANTIINFECTIVES FOR SYSTEMIC USE,ATC 1st,J,atazanavir
ANTIVIRALS FOR SYSTEMIC USE,ATC 2nd,J05,atazanavir
"Antivirals for treatment of HIV infections, combinations",ATC 4th,J05AR,atazanavir
atazanavir and cobicistat; systemic,ATC 5th,J05AR15,atazanavir
atazanavir and ritonavir; oral,ATC 5th,J05AR23,atazanavir
atazanavir; oral,ATC 5th,J05AE08,atazanavir
DIRECT ACTING ANTIVIRALS,ATC 3rd,J05A,atazanavir
Protease inhibitors,ATC 4th,J05AE,atazanavir
[U] atezolizumab; parenteral,ATC 5th,L01XC32,atezolizumab
ANTINEOPLASTIC AGENTS,ATC 2nd,L01,atezolizumab
ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,ATC 1st,L,atezolizumab
atezolizumab; parenteral,ATC 5th,L01FF05,atezolizumab
MONOCLONAL ANTIBODIES AND ANTIBODY DRUG CONJUGATES,ATC 3rd,L01F,atezolizumab
PD-1/PD-L1 (Programmed cell death protein 1/death ligand 1) inhibitors,ATC 4th,L01FF,atezolizumab
ANALGESICS,ATC 2nd,N02,atogepant
ANTIMIGRAINE PREPARATIONS,ATC 3rd,N02C,atogepant
atogepant; oral,ATC 5th,N02CD07,atogepant
